Material_Number,Material_Description,Material_Group,Material_Group_Desc,Material_Type,Base_UoM,Created_Date,Created_By,Plant,Industry_Sector,Deletion_Flag,HSN_SAC_Code,Classification,Standard_Price
M7395543,BEARING MECHANICAL SPARE TIMKEN — Var 5,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,19-04-2020,USER003,VSP,M,,79773686,A,76874.0
M7796728,PPE HELMET SAFETY — Var 4,3030211,PPE HELMET SAFETY,HALB,KG,24-05-2019,USER007,BPS,M,,85403397,B,55254.3
M6240092,INSTRUMENTATION SENSOR PRESSURE — Var 4,3030216,INSTRUMENTATION SENSOR PRESSURE,HALB,KG,30-11-2019,USER005,,M,,98263228,B,208228.06
M4326162,HYDRAULIC HOSE INDUSTRIAL — Var 5,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,20-10-2021,USER004,,M,,83444132,B,248954.76
M9854274,NITROGEN GAS LIQUID — Var 1,1010015,NITROGEN GAS LIQUID,HALB,KG,30-01-2023,USER008,VSP,M,,79946623,B,343732.57
M8819749,HYDRAULIC HOSE INDUSTRIAL — Var 10,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,27-05-2021,USER002,BPS,M,,82593067,B,329773.76
M2497445,STATIONERY OFFICE SUPPLIES — Var 3,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,12-05-2023,USER008,ANG,M,,94121683,C,26266.11
M1406861,SCRAP HEAVY MELT — Var 1,1010009,SCRAP HEAVY MELT,HALB,KG,07-12-2020,USER008,JSR,M,,77925488,A,404261.91
M2185397,FERRO CHROME HIGH CARBON — Var 7,1010013,FERRO CHROME HIGH CARBON,HALB,KG,27-02-2023,USER004,VSP,M,,75232983,A,434581.46
M2792386,IRON ORE LUMPS MARKET — Var 12,1010003,IRON ORE LUMPS MARKET,ROH,TON,22-06-2022,USER010,,M,,98685843,B,49359.29
M7578024,TONER CARTRIDGE LASER — Var 2,3030214,TONER CARTRIDGE LASER,HALB,KG,19-03-2021,USER006,ANG,M,,93574077,A,104775.46
M5329713,PUMP CENTRIFUGAL 5HP — Var 3,3030210,PUMP CENTRIFUGAL 5HP,HALB,KG,18-08-2019,USER006,,M,,94928587,C,313479.59
M9739149,IRON ORE LUMPS MARKET — Var 10,1010003,IRON ORE LUMPS MARKET,ROH,TON,25-03-2022,USER004,,M,,86618766,A,25499.02
M7020984,BEARING MECHANICAL SPARE SKF — Var 6,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,05-02-2023,USER010,,M,,95168631,B,410433.95
M2105148,HYDRAULIC HOSE INDUSTRIAL — Var 4,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,02-11-2020,USER002,JSR,M,,93517232,A,120854.99
M3115640,SCRAP HEAVY MELT — Var 11,1010009,SCRAP HEAVY MELT,HALB,KG,17-09-2021,USER006,,M,,74854061,C,417583.69
M1095104,LUBRICATION OIL TURBINE — Var 11,3030206,LUBRICATION OIL TURBINE,HALB,KG,08-11-2022,USER005,ANG,M,,90126256,C,383246.99
M5647908,PPE SAFETY BOOTS — Var 7,3030212,PPE SAFETY BOOTS,HALB,KG,23-05-2022,USER009,ANG,M,,80112579,C,61499.67
M5812635,PELLET FEED IRON ORE — Var 3,1010008,PELLET FEED IRON ORE,ROH,TON,24-08-2019,USER012,VSP,M,,95776822,B,360336.49
M3445090,STATIONERY OFFICE SUPPLIES — Var 6,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,27-01-2022,USER008,,M,,96987477,C,463399.16
M4311455,GREASE INDUSTRIAL EP2 — Var 7,3030205,GREASE INDUSTRIAL EP2,HALB,KG,10-09-2019,USER012,ANG,M,,78182641,B,460177.14
M3378836,PUMP CENTRIFUGAL 5HP — Var 9,3030210,PUMP CENTRIFUGAL 5HP,HALB,KG,29-01-2023,USER010,VSP,M,,93782072,B,30336.17
M6955139,WELDING ELECTRODE E7018 — Var 1,3030215,WELDING ELECTRODE E7018,HALB,KG,17-10-2020,USER012,KLN,M,,92078209,C,73591.32
M1330855,QUARTZITE BLAST FURNACE — Var 12,1010007,QUARTZITE BLAST FURNACE,HALB,KG,17-12-2019,USER006,DOL,M,,74603325,C,236861.41
M7337385,COKING COAL IMPORTED AUS PREMIUM — Var 1,1010002,COKING COAL IMPORTED AUS PREMIUM,ROH,TON,13-02-2022,USER004,DOL,M,,96973229,C,32951.32
M2893458,TONER CARTRIDGE LASER — Var 2,3030214,TONER CARTRIDGE LASER,HALB,KG,01-01-2023,USER012,BPS,M,,88856889,C,14396.43
M9614886,GREASE INDUSTRIAL EP2 — Var 10,3030205,GREASE INDUSTRIAL EP2,HALB,KG,11-03-2021,USER001,VSP,M,,97564093,B,234816.74
M5385881,PUMP CENTRIFUGAL 5HP — Var 1,3030210,PUMP CENTRIFUGAL 5HP,HALB,KG,11-03-2021,USER003,,M,,99567360,C,113563.71
M2445259,HYDRAULIC OIL ISO 68 — Var 9,3030204,HYDRAULIC OIL ISO 68,HALB,KG,29-06-2023,USER005,ANG,M,,73840376,A,133262.78
M6647804,LIMESTONE LUMPS BLAST FURNACE — Var 10,1010005,LIMESTONE LUMPS BLAST FURNACE,HALB,KG,17-09-2022,USER011,VSP,M,,87910378,A,20561.04
M9338861,INSTRUMENTATION SENSOR PRESSURE — Var 3,3030216,INSTRUMENTATION SENSOR PRESSURE,HALB,KG,06-04-2023,USER011,,M,,73320017,A,157218.17
M8089539,SCRAP HEAVY MELT — Var 9,1010009,SCRAP HEAVY MELT,HALB,KG,17-06-2020,USER006,VSP,M,,79251403,C,315122.11
M1166878,SECURITY CONTRACT PLANT — Var 3,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,22-05-2022,USER008,,M,,96424763,C,333984.73
M8488156,STATIONERY OFFICE SUPPLIES — Var 3,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,21-03-2024,USER001,KLN,M,,94327068,B,453475.23
M1370163,WORK ROLL FORGED — Var 5,2020110,WORK ROLL FORGED,ROH,TON,02-12-2019,USER012,,M,,89430452,B,278014.27
M6682797,SUBMERGED ENTRY NOZZLE — Var 10,2020105,SUBMERGED ENTRY NOZZLE,HALB,KG,18-05-2023,USER001,VSP,M,,75866642,C,457894.7
M4115710,PUMP CENTRIFUGAL 5HP — Var 5,3030210,PUMP CENTRIFUGAL 5HP,HALB,KG,06-07-2023,USER009,KLN,M,,76078703,B,186176.37
M5186600,COAL THERMAL GRADE A 5K — Var 9,1010001,COAL THERMAL GRADE A 5K,ROH,TON,23-11-2023,USER011,,M,,95533670,C,79355.35
M4613103,WELDING ELECTRODE E7018 — Var 3,3030215,WELDING ELECTRODE E7018,HALB,KG,14-05-2021,USER003,ANG,M,,90176199,B,408626.87
M2354394,BEARING MECHANICAL SPARE SKF — Var 5,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,14-02-2020,USER011,DOL,M,,88726419,A,2626.01
M7680937,INSTRUMENTATION SENSOR PRESSURE — Var 10,3030216,INSTRUMENTATION SENSOR PRESSURE,HALB,KG,30-04-2021,USER002,ANG,M,,73220321,B,2974.43
M5809404,PPE SAFETY BOOTS — Var 11,3030212,PPE SAFETY BOOTS,HALB,KG,23-06-2023,USER011,ANG,M,,85162554,C,412584.73
M6367620,COAL THERMAL GRADE A 5K — Var 1,1010001,COAL THERMAL GRADE A 5K,ROH,TON,16-02-2024,USER011,,M,,98265530,A,89605.86
M6396217,COKING COAL IMPORTED AUS PREMIUM — Var 8,1010002,COKING COAL IMPORTED AUS PREMIUM,ROH,TON,17-03-2024,USER001,,M,,82597372,C,357419.28
M8132955,HOUSEKEEPING SERVICES MONTHLY — Var 1,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,02-10-2022,USER006,BPS,M,,78953581,C,343490.63
M2064035,PPE HELMET SAFETY — Var 4,3030211,PPE HELMET SAFETY,HALB,KG,09-09-2019,USER010,,M,,87222643,B,428769.12
M6273994,IRON ORE FINES OPEN MARKET — Var 1,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,10-03-2023,USER005,JSR,M,,82128278,B,49088.08
M2449507,PPE SAFETY BOOTS — Var 7,3030212,PPE SAFETY BOOTS,HALB,KG,21-04-2019,USER012,KLN,M,,95387024,B,361215.32
M8682429,PPE SAFETY BOOTS — Var 10,3030212,PPE SAFETY BOOTS,HALB,KG,07-05-2023,USER001,DOL,M,,92131536,C,134352.04
M4377764,GREASE INDUSTRIAL EP2 — Var 3,3030205,GREASE INDUSTRIAL EP2,HALB,KG,23-10-2023,USER007,,M,,83965450,A,144489.03
M7129798,SCRAP HEAVY MELT — Var 10,1010009,SCRAP HEAVY MELT,HALB,KG,26-05-2021,USER012,BPS,M,,98081796,B,488719.72
M3422482,HYDRAULIC OIL ISO 68 — Var 1,3030204,HYDRAULIC OIL ISO 68,HALB,KG,21-01-2019,USER006,DOL,M,,77863614,B,158347.89
M9415785,IRON ORE LUMPS MARKET — Var 5,1010003,IRON ORE LUMPS MARKET,ROH,TON,26-05-2023,USER012,JSR,M,,77582152,B,355113.32
M8046478,PPE SAFETY BOOTS — Var 10,3030212,PPE SAFETY BOOTS,HALB,KG,01-08-2023,USER012,,M,,87930997,C,281540.42
M6302709,NITROGEN GAS LIQUID — Var 6,1010015,NITROGEN GAS LIQUID,HALB,KG,19-04-2019,USER009,,M,,97021752,A,360650.3
M1192554,HYDRAULIC OIL ISO 68 — Var 4,3030204,HYDRAULIC OIL ISO 68,HALB,KG,30-05-2020,USER011,,M,,74834847,C,87770.48
M1400568,PUMP CENTRIFUGAL 5HP — Var 1,3030210,PUMP CENTRIFUGAL 5HP,HALB,KG,15-07-2020,USER005,,M,,99627070,A,244824.76
M5996950,MOULD FLUX POWDER — Var 1,2020107,MOULD FLUX POWDER,HALB,KG,27-05-2022,USER009,JSR,M,,80138777,B,315675.32
M8535120,IRON ORE LUMPS MARKET — Var 8,1010003,IRON ORE LUMPS MARKET,ROH,TON,14-05-2024,USER005,,M,X,78608705,B,69387.45
M8156941,QUARTZITE BLAST FURNACE — Var 4,1010007,QUARTZITE BLAST FURNACE,HALB,KG,24-12-2022,USER011,,M,,75941920,B,233512.45
M5105689,BEARING MECHANICAL SPARE SKF — Var 9,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,26-12-2019,USER008,,M,,98736151,A,462727.11
M9910817,COAL THERMAL GRADE A 5K — Var 7,1010001,COAL THERMAL GRADE A 5K,ROH,TON,16-01-2021,USER003,,M,,72673518,B,300751.52
M5003671,COAL THERMAL GRADE A 5K — Var 8,1010001,COAL THERMAL GRADE A 5K,ROH,TON,24-01-2022,USER004,,M,,90749697,A,223053.32
M9072090,CONVEYOR BELT INDUSTRIAL — Var 10,3030209,CONVEYOR BELT INDUSTRIAL,HALB,KG,21-05-2021,USER001,VSP,M,,72067913,C,460810.51
M5801147,PPE SAFETY BOOTS — Var 1,3030212,PPE SAFETY BOOTS,HALB,KG,01-12-2022,USER004,BPS,M,,87221532,C,123287.32
M1121099,ANNUAL MAINTENANCE CONTRACT CRANE — Var 4,4040303,ANNUAL MAINTENANCE CONTRACT CRANE,DIEN,ACT,26-03-2019,USER005,,M,,78399590,C,403950.94
M7619160,PPE HELMET SAFETY — Var 10,3030211,PPE HELMET SAFETY,HALB,KG,30-03-2019,USER003,BPS,M,,72754572,B,58229.9
M5183363,HYDRAULIC HOSE INDUSTRIAL — Var 9,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,08-09-2023,USER008,,M,,91343603,B,459846.29
M1257489,COAL THERMAL GRADE A 5K — Var 8,1010001,COAL THERMAL GRADE A 5K,ROH,TON,21-08-2020,USER009,,M,,87428345,B,343919.78
M2541030,HOUSEKEEPING SERVICES MONTHLY — Var 12,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,15-02-2023,USER011,ANG,M,,74135442,B,160156.81
M8163881,HOUSEKEEPING SERVICES MONTHLY — Var 12,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,17-08-2019,USER007,ANG,M,,72124290,C,203417.02
M3111109,STATIONERY OFFICE SUPPLIES — Var 6,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,12-09-2023,USER005,,M,,92553862,B,2202.09
M2731281,IRON ORE FINES OPEN MARKET — Var 10,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,18-09-2021,USER010,KLN,M,,83093207,B,295728.65
M9039674,FERRO MANGANESE Mn78 — Var 11,1010010,FERRO MANGANESE Mn78,HALB,KG,24-09-2021,USER012,BPS,M,,93639839,B,11607.51
M5247739,DRI PLANT EQUIPMENT KILN COMPONENT — Var 10,5050404,DRI PLANT EQUIPMENT KILN COMPONENT,ANLZ,EA,07-11-2022,USER006,DOL,M,,79695230,B,378704.69
M4732787,TONER CARTRIDGE LASER — Var 12,3030214,TONER CARTRIDGE LASER,HALB,KG,23-05-2024,USER009,,M,,91150008,C,121132.69
M2002678,STATIONERY OFFICE SUPPLIES — Var 10,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,07-09-2020,USER001,JSR,M,,84876847,B,34004.51
M4906226,BEARING MECHANICAL SPARE TIMKEN — Var 1,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,23-06-2020,USER006,JSR,M,,72831635,C,234275.27
M2239878,MOULD FLUX POWDER — Var 9,2020107,MOULD FLUX POWDER,HALB,KG,18-06-2022,USER006,KLN,M,,73194097,C,67068.61
M5992105,SECURITY CONTRACT PLANT — Var 1,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,24-07-2020,USER001,,M,,74937412,B,207431.06
M9181977,SECURITY CONTRACT PLANT — Var 12,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,06-01-2020,USER003,BPS,M,,87057609,C,297909.58
M1500385,PUMP CENTRIFUGAL 5HP — Var 6,3030210,PUMP CENTRIFUGAL 5HP,HALB,KG,14-03-2024,USER001,,M,,72149729,C,272328.63
M5197106,GREASE INDUSTRIAL EP2 — Var 2,3030205,GREASE INDUSTRIAL EP2,HALB,KG,04-09-2021,USER007,,M,,76709908,A,43584.26
M5464210,OXYGEN GAS LIQUID — Var 4,1010014,OXYGEN GAS LIQUID,HALB,KG,10-05-2022,USER003,KLN,M,,80285006,B,315878.27
M6841450,FERRO SILICON FeSi75 — Var 7,1010012,FERRO SILICON FeSi75,HALB,KG,03-09-2019,USER008,VSP,M,,75893646,C,80602.8
M6498259,BEARING MECHANICAL SPARE SKF — Var 12,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,01-02-2021,USER001,,M,,78325371,C,477541.4
M3047470,BEARING MECHANICAL SPARE SKF — Var 9,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,22-02-2023,USER006,,M,,78577096,C,392514.25
M1115127,STATIONERY OFFICE SUPPLIES — Var 5,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,08-03-2023,USER009,,M,,78762526,A,161282.71
M8849443,PPE HELMET SAFETY — Var 9,3030211,PPE HELMET SAFETY,HALB,KG,28-05-2021,USER003,KLN,M,,94411683,C,39215.03
M5890930,INSTRUMENTATION SENSOR PRESSURE — Var 7,3030216,INSTRUMENTATION SENSOR PRESSURE,HALB,KG,22-02-2021,USER012,,M,,81407303,B,312103.92
M6630563,BEARING MECHANICAL SPARE TIMKEN — Var 6,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,30-04-2022,USER005,,M,,80304686,A,253692.49
M2878321,IRON ORE FINES OPEN MARKET — Var 1,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,23-02-2019,USER006,ANG,M,,87375821,A,278008.01
M7238558,HYDRAULIC OIL ISO 68 — Var 3,3030204,HYDRAULIC OIL ISO 68,HALB,KG,28-10-2022,USER009,,M,,92869533,C,282584.49
M7622443,PPE SAFETY BOOTS — Var 8,3030212,PPE SAFETY BOOTS,HALB,KG,18-11-2021,USER005,,M,,81238735,B,484426.86
M6103327,INSTRUMENTATION SENSOR PRESSURE — Var 6,3030216,INSTRUMENTATION SENSOR PRESSURE,HALB,KG,29-04-2019,USER009,,M,,94970463,A,365506.42
M7858529,QUARTZITE BLAST FURNACE — Var 11,1010007,QUARTZITE BLAST FURNACE,HALB,KG,19-07-2019,USER003,JSR,M,,97129881,C,400200.36
M5762573,TRANSPORT INPLANT — Var 8,4040304,TRANSPORT INPLANT,ANLZ,EA,10-05-2021,USER007,,M,,82607998,C,108221.42
M2808065,HYDRAULIC HOSE INDUSTRIAL — Var 9,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,07-12-2023,USER010,DOL,M,,73563712,C,435512.04
M6051481,HOUSEKEEPING SERVICES MONTHLY — Var 3,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,01-10-2023,USER012,VSP,M,X,89420698,C,125677.18
M5584291,SLIDE GATE PLATE — Var 2,2020104,SLIDE GATE PLATE,HALB,KG,27-01-2021,USER012,ANG,M,,82430738,B,313682.81
M6391929,CONVEYOR BELT INDUSTRIAL — Var 3,3030209,CONVEYOR BELT INDUSTRIAL,HALB,KG,13-02-2020,USER010,,M,,92180218,B,188268.65
M6557792,COKING COAL IMPORTED AUS PREMIUM — Var 7,1010002,COKING COAL IMPORTED AUS PREMIUM,ROH,TON,29-09-2022,USER003,,M,,89090873,B,236856.71
M5317031,FERRO MANGANESE Mn78 — Var 2,1010010,FERRO MANGANESE Mn78,HALB,KG,06-11-2019,USER010,DOL,M,,87352033,C,457165.04
M7388323,VALVE PNEUMATIC ACTUATOR — Var 2,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,15-03-2021,USER005,JSR,M,,74492195,B,192630.49
M1056531,PPE HELMET SAFETY — Var 7,3030211,PPE HELMET SAFETY,HALB,KG,02-02-2023,USER007,ANG,M,,80172545,A,446112.07
M9444802,INDUCTION MOTOR 30KW SPARE — Var 6,3030207,INDUCTION MOTOR 30KW SPARE,ERSA,EA,21-10-2022,USER008,,M,,89346418,C,316947.98
M3467652,IRON ORE FINES OPEN MARKET — Var 2,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,03-01-2024,USER005,VSP,M,,86432480,B,226401.66
M8903724,SILICO MANGANESE SiMn70 — Var 10,1010011,SILICO MANGANESE SiMn70,HALB,KG,02-04-2022,USER007,,M,,96675121,C,254613.74
M6171733,IRON ORE FINES OPEN MARKET — Var 4,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,08-05-2019,USER005,DOL,M,,90353796,C,290396.54
M4415600,SCRAP HEAVY MELT — Var 2,1010009,SCRAP HEAVY MELT,HALB,KG,10-10-2019,USER012,,M,,99857276,C,15654.54
M8894677,STATIONERY OFFICE SUPPLIES — Var 11,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,30-06-2020,USER004,,M,,73834952,C,29950.9
M5374038,REFRACTORY BRICK MAG-C — Var 5,2020101,REFRACTORY BRICK MAG-C,HALB,KG,08-07-2020,USER009,KLN,M,,78372137,B,102796.3
M8977886,STATIONERY OFFICE SUPPLIES — Var 2,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,05-03-2024,USER002,,M,,84878734,A,336092.33
M8751300,WELDING ELECTRODE E7018 — Var 11,3030215,WELDING ELECTRODE E7018,HALB,KG,28-03-2019,USER008,BPS,M,,74577995,A,122229.01
M1937277,LANCE PIPE BOF — Var 4,2020108,LANCE PIPE BOF,HALB,KG,01-12-2020,USER003,VSP,M,,77645260,A,25017.71
M3388816,PPE HELMET SAFETY — Var 7,3030211,PPE HELMET SAFETY,HALB,KG,07-01-2023,USER003,,M,,78150162,B,319882.24
M8121509,PPE SAFETY BOOTS — Var 6,3030212,PPE SAFETY BOOTS,HALB,KG,25-10-2019,USER001,KLN,M,,81377024,A,439432.74
M4122949,GRAPHITE ELECTRODE 600MM — Var 9,2020109,GRAPHITE ELECTRODE 600MM,HALB,KG,23-10-2020,USER007,,M,,74879373,B,114528.19
M4977836,ANNUAL MAINTENANCE CONTRACT CRANE — Var 2,4040303,ANNUAL MAINTENANCE CONTRACT CRANE,DIEN,ACT,17-07-2020,USER001,BPS,M,,81272994,A,161397.45
M3249740,CONTRACT LABOUR PLANT MAINTENANCE — Var 12,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,03-08-2020,USER006,KLN,M,,76050216,B,22642.53
M5456363,STATIONERY OFFICE SUPPLIES — Var 5,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,18-11-2019,USER002,ANG,M,,95090340,B,451612.51
M9277628,HYDRAULIC HOSE INDUSTRIAL — Var 2,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,21-05-2021,USER009,ANG,M,,86700349,C,185750.95
M4465257,WELDING ELECTRODE E7018 — Var 11,3030215,WELDING ELECTRODE E7018,HALB,KG,08-11-2019,USER005,BPS,M,,73888226,C,374191.13
M4992804,STATIONERY OFFICE SUPPLIES — Var 4,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,04-05-2019,USER003,,M,,80303300,C,151616.2
M8900640,CONVEYOR BELT INDUSTRIAL — Var 12,3030209,CONVEYOR BELT INDUSTRIAL,HALB,KG,07-06-2019,USER009,ANG,M,,96925089,C,205056.98
M9262808,PPE HELMET SAFETY — Var 12,3030211,PPE HELMET SAFETY,HALB,KG,21-06-2022,USER001,ANG,M,X,90842761,C,452440.36
M4795378,SCRAP HEAVY MELT — Var 3,1010009,SCRAP HEAVY MELT,HALB,KG,23-01-2020,USER006,DOL,M,,73151609,A,108616.19
M1003428,PPE SAFETY BOOTS — Var 5,3030212,PPE SAFETY BOOTS,HALB,KG,20-06-2022,USER004,,M,,84512380,B,391953.33
M7022728,CONTRACT LABOUR PLANT MAINTENANCE — Var 7,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,06-05-2024,USER010,,M,,87376286,C,56287.93
M7231006,GREASE INDUSTRIAL EP2 — Var 3,3030205,GREASE INDUSTRIAL EP2,HALB,KG,21-07-2022,USER002,,M,,87713578,A,243451.37
M7557342,FERRO MANGANESE Mn78 — Var 3,1010010,FERRO MANGANESE Mn78,HALB,KG,20-07-2019,USER008,VSP,M,,90962643,B,48239.02
M3774385,TONER CARTRIDGE LASER — Var 7,3030214,TONER CARTRIDGE LASER,HALB,KG,22-02-2021,USER007,VSP,M,,75629057,C,93352.97
M4042928,WELDING ELECTRODE E7018 — Var 11,3030215,WELDING ELECTRODE E7018,HALB,KG,27-04-2020,USER002,VSP,M,,78163698,C,269140.49
M1253245,REFRACTORY CASTABLE HIGH ALUMINA — Var 7,2020102,REFRACTORY CASTABLE HIGH ALUMINA,HALB,KG,30-07-2019,USER003,BPS,M,,94820781,A,347434.05
M1284053,PPE HELMET SAFETY — Var 9,3030211,PPE HELMET SAFETY,HALB,KG,19-09-2023,USER003,,M,,94730291,C,354136.85
M7074471,NITROGEN GAS LIQUID — Var 1,1010015,NITROGEN GAS LIQUID,HALB,KG,03-03-2022,USER011,VSP,M,,73261226,A,68719.67
M6006663,PPE SAFETY BOOTS — Var 7,3030212,PPE SAFETY BOOTS,HALB,KG,17-03-2022,USER005,BPS,M,,86976937,C,135872.8
M1365145,WELDING ELECTRODE E7018 — Var 4,3030215,WELDING ELECTRODE E7018,HALB,KG,18-12-2023,USER007,,M,,87570019,B,404550.79
M2596679,SECURITY CONTRACT PLANT — Var 9,4040308,SECURITY CONTRACT PLANT,DIEN,ACT,20-06-2021,USER004,,M,,94519210,B,385160.3
M4702619,BEARING MECHANICAL SPARE SKF — Var 9,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,09-09-2022,USER001,ANG,M,,84773814,A,122930.79
M3527626,STATIONERY OFFICE SUPPLIES — Var 4,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,11-11-2020,USER006,ANG,M,,79449706,C,62777.1
M6841091,BEARING MECHANICAL SPARE TIMKEN — Var 9,3030202,BEARING MECHANICAL SPARE TIMKEN,ERSA,EA,28-11-2022,USER005,,M,,78799000,B,188987.04
M6011994,STATIONERY OFFICE SUPPLIES — Var 2,3030213,STATIONERY OFFICE SUPPLIES,HALB,KG,31-10-2020,USER008,JSR,M,,76097463,C,146116.38
M4396012,FERRO MANGANESE Mn78 — Var 3,1010010,FERRO MANGANESE Mn78,HALB,KG,29-07-2019,USER011,,M,,91393041,C,295235.53
M6332412,VALVE PNEUMATIC ACTUATOR — Var 4,3030208,VALVE PNEUMATIC ACTUATOR,ERSA,EA,05-10-2019,USER006,VSP,M,,79986324,A,324541.12
M9217314,CONTRACT LABOUR PLANT MAINTENANCE — Var 7,4040301,CONTRACT LABOUR PLANT MAINTENANCE,DIEN,ACT,20-11-2020,USER003,VSP,M,,77513643,C,403829.77
M3538491,REFRACTORY MORTAR — Var 11,2020103,REFRACTORY MORTAR,HALB,KG,24-04-2022,USER012,JSR,M,,99242012,C,335645.92
M1284890,GREASE INDUSTRIAL EP2 — Var 9,3030205,GREASE INDUSTRIAL EP2,HALB,KG,06-03-2023,USER004,KLN,M,,73518976,C,333752.94
M4360676,BEARING MECHANICAL SPARE SKF — Var 2,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,10-02-2019,USER011,DOL,M,,89878191,C,99447.88
M3549459,SCRAP HEAVY MELT — Var 3,1010009,SCRAP HEAVY MELT,HALB,KG,19-10-2020,USER002,,M,,95162114,B,39483.19
M2105585,TRANSPORT INPLANT — Var 4,4040304,TRANSPORT INPLANT,ANLZ,EA,15-02-2023,USER004,,M,,86242330,A,295815.36
M7566480,GREASE INDUSTRIAL EP2 — Var 1,3030205,GREASE INDUSTRIAL EP2,HALB,KG,02-08-2021,USER010,,M,,96465972,C,223022.27
M9202772,BEARING MECHANICAL SPARE SKF — Var 6,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,25-12-2022,USER002,JSR,M,,79100330,A,181770.47
M7069023,BEARING MECHANICAL SPARE SKF — Var 11,3030201,BEARING MECHANICAL SPARE SKF,ERSA,EA,22-03-2022,USER001,VSP,M,,85294776,A,452138.96
M2392945,HYDRAULIC HOSE INDUSTRIAL — Var 3,3030203,HYDRAULIC HOSE INDUSTRIAL,HALB,KG,12-08-2023,USER006,,M,,78406985,B,65273.36
M4903872,IRON ORE FINES OPEN MARKET — Var 6,1010004,IRON ORE FINES OPEN MARKET,ROH,TON,05-09-2020,USER001,,M,,98321724,A,458004.17
M5695445,HOUSEKEEPING SERVICES MONTHLY — Var 1,4040302,HOUSEKEEPING SERVICES MONTHLY,HALB,KG,16-04-2022,USER004,,M,,72330696,A,447650.16
M8727106,NITROGEN GAS LIQUID — Var 4,1010015,NITROGEN GAS LIQUID,HALB,KG,13-02-2022,USER002,,M,,88470282,B,338499.89
M1639579,SILICO MANGANESE SiMn70 — Var 4,1010011,SILICO MANGANESE SiMn70,HALB,KG,20-09-2020,USER010,JSR,M,,97147192,B,95289.54
M5305217,NITROGEN GAS LIQUID — Var 1,1010015,NITROGEN GAS LIQUID,HALB,KG,11-09-2023,USER001,,M,,83242802,B,111662.34
M7874143,HYDRAULIC OIL ISO 68 — Var 7,3030204,HYDRAULIC OIL ISO 68,HALB,KG,21-04-2022,USER007,ANG,M,,72592553,C,210790.03
M2470634,QUARTZITE BLAST FURNACE — Var 10,1010007,QUARTZITE BLAST FURNACE,HALB,KG,02-08-2021,USER002,,M,,79329469,C,237106.44
M6755790,PUMP CENTRIFUGAL 5HP — Var 7,3030210,PUMP CENTRIFUGAL 5HP,HALB,KG,09-01-2022,USER003,DOL,M,,75969255,A,494675.91
M6383214,LUBRICATION OIL TURBINE — Var 1,3030206,LUBRICATION OIL TURBINE,HALB,KG,07-07-2021,USER009,ANG,M,,81304901,C,424439.47
M4670476,PPE HELMET SAFETY — Var 5,3030211,PPE HELMET SAFETY,HALB,KG,13-10-2022,USER004,,M,,73492590,C,133591.64
