PR_Number,PR_Item,PR_Creation_Date,Plant,Purchase_Group,Material_Group,PR_Release_Date,PR_Requisitioner_Name,PR_Total_Value,Delivery_Date,PR_Approver
100015078,30,07-05-2025,VSP,P60-VSP,4040308,15-05-2025,User435,202811.06,09-06-2025,Approver5
100010835,80,12-12-2024,KLN,P20-KLN,3030206,20-12-2024,User990,25762.73,15-01-2025,Approver15
100014689,40,14-10-2024,JSR,P10-JSR,4040304,24-10-2024,User207,338483.3,24-11-2024,Approver7
100014293,30,27-10-2025,JSR,P10-JSR,4040302,30-10-2025,User841,193018.68,15-12-2025,Approver10
100014396,90,09-03-2025,BPS,P40-BPS,4040302,15-03-2025,User241,92408.4,29-04-2025,Approver2
100012557,90,19-09-2024,ANG,P30-ANG,3030212,20-09-2024,User515,4592.57,31-10-2024,Approver7
100008277,20,16-06-2025,BPS,P02-CENTRAL,2020102,17-06-2025,User753,969212.45,26-07-2025,Approver5
100015109,30,19-07-2024,KLN,P20-KLN,4040308,20-07-2024,User515,193862.55,17-08-2024,Approver16
100012709,80,06-12-2024,VSP,P60-VSP,3030213,07-12-2024,User461,1212.73,13-01-2025,Approver8
100014001,50,19-02-2025,DOL,P50-DOL,3030216,23-02-2025,User659,42511.91,29-03-2025,Approver4
100012170,80,07-02-2025,ANG,P30-ANG,3030212,14-02-2025,User601,6760.16,21-03-2025,Approver15
100008983,80,13-12-2025,BPS,P40-BPS,3030201,14-12-2025,User333,13540.03,16-01-2026,Approver7
100012451,20,14-11-2024,KLN,P20-KLN,3030212,15-11-2024,User208,2768.41,09-12-2024,Approver1
100014232,30,21-03-2025,ANG,P30-ANG,4040301,22-03-2025,User622,295500.14,25-04-2025,Approver16
100008224,20,20-12-2024,BPS,P02-CENTRAL,2020102,22-12-2024,User239,342661.0,06-01-2025,Approver16
100006101,80,22-07-2025,DOL,P01-CENTRAL,1010001,23-07-2025,User195,2938586.8,29-08-2025,Approver10
100013572,10,15-10-2024,VSP,P60-VSP,3030215,22-10-2024,User980,5393.18,16-11-2024,Approver8
100010901,40,11-07-2024,BPS,P40-BPS,3030206,21-07-2024,User205,42624.95,27-08-2024,Approver9
100014404,10,23-05-2025,VSP,P60-VSP,4040302,25-05-2025,User572,210677.52,09-07-2025,Approver20
100008761,50,17-11-2024,DOL,P50-DOL,3030201,19-11-2024,User155,20170.29,13-01-2025,Approver8
100011083,10,19-07-2025,ANG,P30-ANG,3030208,20-07-2025,User271,46162.09,26-08-2025,Approver18
100014488,40,12-10-2024,VSP,P60-VSP,4040302,15-10-2024,User789,195673.38,21-11-2024,Approver8
100008518,70,04-07-2025,VSP,P02-CENTRAL,2020107,05-07-2025,User705,512750.28,17-08-2025,Approver9
100007466,10,20-04-2025,VSP,P01-CENTRAL,1010009,28-04-2025,User164,891280.44,20-05-2025,Approver1
100012364,80,03-12-2024,ANG,P30-ANG,3030212,10-12-2024,User280,2443.78,06-01-2025,Approver7
100014715,40,03-07-2024,KLN,P20-KLN,4040304,07-07-2024,User262,118799.04,12-08-2024,Approver10
100007745,30,09-07-2025,KLN,P02-CENTRAL,1010012,21-07-2025,User951,403348.61,31-08-2025,Approver13
100010788,30,08-10-2025,DOL,P50-DOL,3030206,20-10-2025,User985,25642.9,12-12-2025,Approver2
100012081,60,03-03-2025,JSR,P11-JSR,3030211,18-03-2025,User450,1649.6,26-04-2025,Approver17
100012851,10,19-08-2024,KLN,P20-KLN,3030213,26-08-2024,User184,829.92,04-10-2024,Approver11
100012760,20,12-09-2025,JSR,P11-JSR,3030213,15-09-2025,User176,862.73,02-10-2025,Approver3
100009132,30,22-03-2025,ANG,P30-ANG,3030201,28-03-2025,User758,34425.85,16-04-2025,Approver14
100014487,60,14-09-2025,ANG,P30-ANG,4040302,21-09-2025,User188,131856.81,25-10-2025,Approver15
100008771,50,14-06-2025,JSR,P10-JSR,3030201,15-06-2025,User802,21318.78,26-07-2025,Approver1
100011754,20,03-11-2025,VSP,P60-VSP,3030211,07-11-2025,User922,1203.94,14-12-2025,Approver4
100012207,50,02-11-2025,JSR,P11-JSR,3030212,05-11-2025,User884,1438.02,18-11-2025,Approver3
100014668,90,10-09-2024,VSP,P60-VSP,4040304,23-09-2024,User577,542842.03,11-11-2024,Approver14
100008122,70,16-12-2024,KLN,P01-CENTRAL,1010015,18-12-2024,User459,237462.09,04-02-2025,Approver2
100010563,10,16-09-2025,VSP,P60-VSP,3030205,21-09-2025,User250,4468.62,30-10-2025,Approver6
100013108,70,06-10-2025,ANG,P30-ANG,3030213,08-10-2025,User804,1186.89,04-11-2025,Approver6
100013526,50,13-10-2024,ANG,P30-ANG,3030215,14-10-2024,User278,4217.45,22-11-2024,Approver11
100014843,20,28-11-2025,JSR,P10-JSR,4040305,04-12-2025,User177,7561893.44,06-01-2026,Approver9
100008944,90,30-11-2024,ANG,P30-ANG,3030201,05-12-2024,User126,17512.47,24-01-2025,Approver19
100014805,50,29-07-2024,VSP,P60-VSP,4040304,30-07-2024,User198,576718.91,03-09-2024,Approver11
100007204,40,25-12-2024,VSP,P01-CENTRAL,1010008,03-01-2025,User374,595968.62,12-03-2025,Approver6
100012066,10,23-06-2024,JSR,P10-JSR,3030211,06-07-2024,User470,914.09,29-07-2024,Approver3
100010668,60,23-07-2025,KLN,P20-KLN,3030205,05-08-2025,User932,17259.75,22-09-2025,Approver19
100007927,90,31-10-2025,JSR,P02-CENTRAL,1010014,15-11-2025,User177,495119.93,03-12-2025,Approver5
100010416,60,02-09-2024,ANG,P30-ANG,3030205,09-09-2024,User534,4174.76,29-10-2024,Approver17
100012160,90,05-04-2025,DOL,P50-DOL,3030212,06-04-2025,User187,2512.56,18-05-2025,Approver5
100012548,60,28-03-2025,VSP,P60-VSP,3030212,03-04-2025,User310,2087.41,14-04-2025,Approver15
100008499,30,27-12-2024,DOL,P01-CENTRAL,2020107,05-01-2025,User412,335628.34,07-02-2025,Approver10
100009300,90,24-08-2025,BPS,P40-BPS,3030202,28-08-2025,User165,22828.47,09-10-2025,Approver10
100008821,30,21-10-2025,BPS,P40-BPS,3030201,08-11-2025,User793,26219.42,20-12-2025,Approver7
100013834,10,26-02-2025,VSP,P60-VSP,3030215,07-03-2025,User329,3522.75,06-04-2025,Approver4
100009640,60,29-03-2025,KLN,P20-KLN,3030203,01-04-2025,User714,6055.83,24-04-2025,Approver8
100006806,90,21-03-2025,DOL,P01-CENTRAL,1010005,25-03-2025,User674,440739.41,05-04-2025,Approver18
100009678,70,08-05-2025,ANG,P30-ANG,3030203,12-05-2025,User145,16790.07,29-05-2025,Approver4
100010044,50,03-11-2024,BPS,P40-BPS,3030204,02-12-2024,User225,9548.87,11-01-2025,Approver17
100010363,20,28-07-2024,ANG,P30-ANG,3030205,05-08-2024,User802,3847.33,15-09-2024,Approver5
100008996,40,02-12-2025,KLN,P20-KLN,3030201,11-12-2025,User218,14879.28,04-01-2026,Approver10
100014383,20,23-10-2024,BPS,P40-BPS,4040302,06-11-2024,User329,137722.89,08-12-2024,Approver5
100007243,80,22-01-2025,KLN,P02-CENTRAL,1010008,23-01-2025,User398,1329535.6,04-03-2025,Approver13
100011822,50,02-12-2024,VSP,P60-VSP,3030211,08-12-2024,User808,1889.13,16-01-2025,Approver4
100010661,60,27-10-2025,DOL,P50-DOL,3030205,30-10-2025,User197,9158.9,30-11-2025,Approver5
100006548,70,01-09-2024,DOL,P01-CENTRAL,1010004,28-09-2024,User856,726085.49,15-10-2024,Approver20
100006027,80,27-11-2024,VSP,P01-CENTRAL,1010001,03-12-2024,User936,1300272.92,09-01-2025,Approver6
100010141,10,26-10-2024,KLN,P20-KLN,3030204,20-11-2024,User244,10698.28,28-12-2024,Approver6
100014976,20,13-11-2025,DOL,P50-DOL,4040308,18-11-2025,User892,500452.62,10-01-2026,Approver15
100011734,60,09-09-2025,BPS,P40-BPS,3030211,11-09-2025,User630,1451.49,05-10-2025,Approver1
100007303,40,15-11-2025,JSR,P01-CENTRAL,1010009,22-11-2025,User447,821447.77,16-12-2025,Approver8
100011459,30,15-05-2025,DOL,P50-DOL,3030210,20-05-2025,User175,46383.18,04-07-2025,Approver3
100010470,60,31-08-2024,ANG,P30-ANG,3030205,05-09-2024,User173,8009.48,29-10-2024,Approver1
100009978,90,16-10-2025,ANG,P30-ANG,3030203,23-10-2025,User138,22348.05,15-11-2025,Approver2
100007222,50,06-02-2025,VSP,P01-CENTRAL,1010008,14-02-2025,User860,2681317.51,27-03-2025,Approver4
100014060,80,27-02-2025,ANG,P30-ANG,3030216,28-02-2025,User707,120402.77,24-03-2025,Approver7
100006438,60,29-08-2024,JSR,P01-CENTRAL,1010003,08-09-2024,User757,1630704.23,12-10-2024,Approver3
100009249,50,10-09-2024,DOL,P50-DOL,3030202,11-09-2024,User433,9512.63,10-10-2024,Approver15
100010766,80,02-04-2025,BPS,P40-BPS,3030206,08-04-2025,User204,23276.73,03-05-2025,Approver13
100012275,50,23-08-2024,JSR,P11-JSR,3030212,25-08-2024,User976,2114.39,11-10-2024,Approver16
100014285,90,02-05-2025,VSP,P60-VSP,4040302,03-05-2025,User373,197798.32,26-05-2025,Approver8
100009667,30,13-05-2025,KLN,P20-KLN,3030203,14-05-2025,User678,8336.62,28-06-2025,Approver9
100014899,40,13-10-2024,VSP,P60-VSP,4040307,25-10-2024,User851,1023523.49,11-11-2024,Approver14
100013400,70,24-02-2025,ANG,P30-ANG,3030214,26-02-2025,User349,8265.24,31-03-2025,Approver8
100009262,20,20-08-2025,VSP,P60-VSP,3030202,24-08-2025,User267,20373.99,30-09-2025,Approver11
100006327,10,28-10-2025,BPS,P02-CENTRAL,1010003,03-11-2025,User126,2136621.07,20-12-2025,Approver9
100007040,30,26-10-2024,VSP,P01-CENTRAL,1010006,01-11-2024,User898,355120.66,24-11-2024,Approver13
100011077,60,22-08-2025,BPS,P40-BPS,3030208,25-08-2025,User506,29632.74,26-09-2025,Approver6
100013061,40,24-05-2025,ANG,P30-ANG,3030213,12-06-2025,User796,1290.71,13-07-2025,Approver17
100007871,70,23-08-2024,VSP,P02-CENTRAL,1010014,25-08-2024,User699,672193.4,14-09-2024,Approver7
100012891,10,18-04-2025,KLN,P20-KLN,3030213,23-04-2025,User813,277.52,16-05-2025,Approver12
100006535,70,07-10-2024,KLN,P01-CENTRAL,1010003,19-10-2024,User192,1643431.7,14-11-2024,Approver2
100011047,90,22-11-2024,JSR,P11-JSR,3030207,28-11-2024,User761,69438.7,13-12-2024,Approver6
100012217,90,11-08-2025,JSR,P11-JSR,3030212,17-08-2025,User725,3065.31,10-09-2025,Approver18
100006586,70,18-01-2025,ANG,P01-CENTRAL,1010004,19-01-2025,User166,1044739.63,24-02-2025,Approver8
100015119,60,02-08-2024,DOL,P50-DOL,4040308,06-08-2024,User353,218383.99,26-09-2024,Approver6
100007704,20,30-07-2024,ANG,P01-CENTRAL,1010012,01-08-2024,User164,319155.37,21-08-2024,Approver14
100011970,30,01-01-2025,DOL,P50-DOL,3030211,02-01-2025,User216,787.9,21-01-2025,Approver17
100015073,40,28-01-2025,BPS,P40-BPS,4040308,30-01-2025,User744,382951.9,11-02-2025,Approver6
100006492,50,06-07-2025,JSR,P01-CENTRAL,1010003,16-07-2025,User176,1783481.0,08-09-2025,Approver16
100010786,70,23-10-2024,BPS,P40-BPS,3030206,28-10-2024,User960,43896.65,26-11-2024,Approver6
100009528,90,02-06-2025,BPS,P40-BPS,3030202,04-06-2025,User979,38669.55,22-07-2025,Approver20
100008267,80,15-04-2025,BPS,P01-CENTRAL,2020102,22-04-2025,User936,360605.2,10-05-2025,Approver6
100015162,40,31-07-2025,DOL,P02-CENTRAL,5050402,06-08-2025,User840,75368972.07,10-09-2025,Approver11
100010033,40,24-10-2024,VSP,P60-VSP,3030204,28-10-2024,User466,13935.81,28-11-2024,Approver17
100012028,30,09-09-2024,BPS,P40-BPS,3030211,10-09-2024,User565,1268.94,03-10-2024,Approver6
100009782,80,20-12-2025,JSR,P10-JSR,3030203,21-12-2025,User133,5599.09,17-01-2026,Approver4
100014200,60,11-11-2024,ANG,P30-ANG,4040301,12-11-2024,User335,247763.02,08-12-2024,Approver10
100007917,90,10-08-2025,BPS,P02-CENTRAL,1010014,22-08-2025,User294,405135.93,05-09-2025,Approver19
100011930,70,22-02-2025,KLN,P20-KLN,3030211,27-02-2025,User497,707.29,02-04-2025,Approver17
100011130,10,28-10-2025,VSP,P60-VSP,3030208,11-11-2025,User260,10550.8,13-12-2025,Approver17
100009064,10,09-10-2024,BPS,P40-BPS,3030201,11-10-2024,User549,29350.99,26-10-2024,Approver3
100009282,20,16-10-2024,ANG,P30-ANG,3030202,26-10-2024,User803,46356.2,08-12-2024,Approver17
100012915,60,22-05-2025,BPS,P40-BPS,3030213,14-06-2025,User474,1440.01,28-07-2025,Approver10
100009990,10,25-06-2025,BPS,P40-BPS,3030203,16-07-2025,User959,16966.75,08-10-2025,Approver19
100006398,90,07-06-2025,VSP,P02-CENTRAL,1010003,08-06-2025,User949,2137416.6,19-07-2025,Approver12
100007318,90,17-10-2024,VSP,P02-CENTRAL,1010009,21-10-2024,User328,1160749.44,03-12-2024,Approver11
100009134,80,17-11-2024,DOL,P50-DOL,3030201,02-12-2024,User882,17547.16,30-12-2024,Approver19
100006122,40,29-08-2024,VSP,P01-CENTRAL,1010001,01-09-2024,User263,2693029.5,28-09-2024,Approver17
100012520,20,21-08-2025,BPS,P40-BPS,3030212,26-08-2025,User247,3952.37,13-10-2025,Approver1
100007567,70,15-07-2024,DOL,P01-CENTRAL,1010010,18-07-2024,User376,393435.69,25-08-2024,Approver10
100007985,90,17-10-2024,BPS,P02-CENTRAL,1010014,18-10-2024,User449,750528.45,06-12-2024,Approver1
100014780,70,20-06-2024,BPS,P40-BPS,4040304,03-07-2024,User716,376374.0,05-09-2024,Approver20
100008174,40,20-09-2024,ANG,P01-CENTRAL,2020101,25-09-2024,User676,1095484.39,18-10-2024,Approver14
100014640,80,21-10-2025,JSR,P11-JSR,4040304,22-10-2025,User293,234502.93,24-12-2025,Approver4
100013586,50,14-06-2025,BPS,P40-BPS,3030215,26-06-2025,User405,5146.76,30-07-2025,Approver5
100008334,70,05-09-2025,KLN,P01-CENTRAL,2020103,09-09-2025,User641,160401.99,27-09-2025,Approver17
100006574,10,30-06-2025,ANG,P01-CENTRAL,1010004,08-07-2025,User955,1755016.08,17-07-2025,Approver16
100011782,40,05-09-2024,JSR,P11-JSR,3030211,10-09-2024,User481,1323.67,19-10-2024,Approver7
100014341,10,06-11-2024,KLN,P20-KLN,4040302,12-11-2024,User356,109208.65,06-12-2024,Approver11
100009839,80,20-09-2024,DOL,P50-DOL,3030203,21-09-2024,User735,6662.69,20-11-2024,Approver7
100011266,90,10-09-2025,ANG,P30-ANG,3030208,12-09-2025,User220,10671.35,04-10-2025,Approver6
100007408,40,11-08-2024,BPS,P02-CENTRAL,1010009,15-08-2024,User645,494258.26,23-09-2024,Approver13
100006536,60,27-04-2025,JSR,P02-CENTRAL,1010003,28-04-2025,User453,992921.68,06-05-2025,Approver18
100010993,60,19-10-2025,JSR,P10-JSR,3030207,26-10-2025,User725,165158.72,10-11-2025,Approver13
100011975,70,17-06-2024,JSR,P11-JSR,3030211,16-07-2024,User376,994.38,15-08-2024,Approver3
100007435,70,06-09-2025,BPS,P02-CENTRAL,1010009,09-09-2025,User354,5028.31,19-10-2025,Approver12
100009003,80,07-11-2024,VSP,P60-VSP,3030201,10-11-2024,User359,21158.45,15-12-2024,Approver4
100007868,30,22-11-2024,VSP,P02-CENTRAL,1010014,11-12-2024,User368,523809.32,29-12-2024,Approver2
100007455,30,07-09-2024,BPS,P01-CENTRAL,1010009,19-09-2024,User718,1044694.37,02-10-2024,Approver18
100015130,20,06-11-2025,VSP,P01-CENTRAL,5050401,12-11-2025,User678,23588284.26,03-12-2025,Approver13
100008920,90,16-12-2025,BPS,P40-BPS,3030201,17-12-2025,User316,23712.58,15-01-2026,Approver2
100007821,60,30-11-2025,BPS,P02-CENTRAL,1010013,13-12-2025,User738,1469135.49,04-01-2026,Approver17
100010635,90,01-12-2025,JSR,P11-JSR,3030205,03-12-2025,User363,12166.39,20-12-2025,Approver2
100006052,20,16-04-2025,ANG,P01-CENTRAL,1010001,24-04-2025,User751,2048265.74,04-05-2025,Approver6
100014600,20,24-04-2025,VSP,P60-VSP,4040304,29-04-2025,User675,367407.9,28-05-2025,Approver20
100010582,40,07-02-2025,DOL,P50-DOL,3030205,10-02-2025,User107,12889.79,05-03-2025,Approver4
100006470,10,04-11-2025,BPS,P02-CENTRAL,1010003,05-11-2025,User297,1311536.12,24-11-2025,Approver9
100010343,70,19-08-2025,JSR,P10-JSR,3030205,28-08-2025,User538,7425.96,14-10-2025,Approver5
100009430,80,07-02-2025,BPS,P40-BPS,3030202,10-02-2025,User171,22669.11,03-03-2025,Approver16
100008772,50,07-01-2025,JSR,P11-JSR,3030201,09-01-2025,User641,16638.05,17-01-2025,Approver7
100011198,10,27-03-2025,BPS,P40-BPS,3030208,05-04-2025,User715,35614.4,18-04-2025,Approver17
100010627,40,27-11-2024,VSP,P60-VSP,3030205,28-11-2024,User959,5312.9,01-01-2025,Approver5
100007859,10,14-10-2025,BPS,P01-CENTRAL,1010014,15-10-2025,User363,572646.47,08-11-2025,Approver6
100013708,80,11-08-2024,ANG,P30-ANG,3030215,18-08-2024,User985,2781.12,22-09-2024,Approver17
100006866,90,27-07-2024,VSP,P02-CENTRAL,1010005,29-07-2024,User350,233800.02,20-08-2024,Approver17
100014629,30,08-10-2025,ANG,P30-ANG,4040304,16-10-2025,User729,228146.7,13-11-2025,Approver4
100010114,40,07-11-2025,ANG,P30-ANG,3030204,20-11-2025,User273,5520.01,24-12-2025,Approver4
100008817,20,10-06-2025,KLN,P20-KLN,3030201,14-06-2025,User343,17509.78,13-07-2025,Approver5
100013174,50,27-08-2025,BPS,P40-BPS,3030214,06-09-2025,User514,3835.91,16-10-2025,Approver2
100010081,60,05-04-2025,ANG,P30-ANG,3030204,16-04-2025,User328,18158.5,28-05-2025,Approver16
100006426,90,06-09-2024,DOL,P02-CENTRAL,1010003,19-09-2024,User865,1184955.45,29-10-2024,Approver19
100006189,70,18-08-2024,DOL,P02-CENTRAL,1010002,03-09-2024,User742,2499232.44,02-10-2024,Approver11
100014508,20,06-08-2025,BPS,P40-BPS,4040303,19-08-2025,User196,708508.45,04-10-2025,Approver5
100012976,20,05-11-2025,BPS,P40-BPS,3030213,06-11-2025,User363,800.0,15-12-2025,Approver4
100006229,10,15-05-2025,DOL,P01-CENTRAL,1010002,25-05-2025,User833,29782.65,10-07-2025,Approver13
100009625,20,04-08-2025,ANG,P30-ANG,3030203,07-08-2025,User348,8224.16,28-08-2025,Approver12
100007042,80,05-03-2025,JSR,P01-CENTRAL,1010006,08-03-2025,User252,260099.61,06-05-2025,Approver9
100014529,80,12-05-2025,VSP,P60-VSP,4040303,15-05-2025,User591,479058.09,16-06-2025,Approver1
100008914,60,07-09-2025,KLN,P20-KLN,3030201,11-09-2025,User354,13612.64,14-10-2025,Approver20
100010057,70,26-07-2024,DOL,P50-DOL,3030204,03-08-2024,User957,6131.67,14-09-2024,Approver9
100007906,40,14-09-2025,JSR,P02-CENTRAL,1010014,19-09-2025,User295,152748.87,10-11-2025,Approver6
100014645,40,09-10-2024,DOL,P50-DOL,4040304,23-10-2024,User900,333392.11,26-11-2024,Approver9
100006802,60,22-02-2025,VSP,P01-CENTRAL,1010005,01-03-2025,User822,143188.7,17-04-2025,Approver9
100007488,10,09-08-2024,BPS,P02-CENTRAL,1010010,10-08-2024,User288,224635.79,26-09-2024,Approver20
100013862,40,19-12-2025,DOL,P50-DOL,3030216,20-12-2025,User986,19477.6,31-01-2026,Approver1
100012061,20,16-01-2025,KLN,P20-KLN,3030211,20-01-2025,User100,1748.72,22-02-2025,Approver6
100007129,30,22-02-2025,ANG,P01-CENTRAL,1010007,24-02-2025,User213,126898.74,06-03-2025,Approver7
100010247,40,05-10-2024,BPS,P40-BPS,3030204,08-10-2024,User133,8239.67,27-10-2024,Approver3
100014222,70,18-02-2025,DOL,P50-DOL,4040301,22-02-2025,User942,484960.71,08-04-2025,Approver1
100008209,30,03-07-2025,ANG,P02-CENTRAL,2020101,05-07-2025,User366,1520643.69,08-08-2025,Approver17
100009078,80,22-12-2025,ANG,P30-ANG,3030201,26-12-2025,User296,13464.05,08-02-2026,Approver20
100015030,40,04-11-2024,BPS,P40-BPS,4040308,14-11-2024,User203,177780.86,10-12-2024,Approver1
100013869,60,19-04-2025,JSR,P10-JSR,3030216,22-04-2025,User110,45905.94,23-05-2025,Approver6
100010011,40,15-11-2024,BPS,P40-BPS,3030204,18-11-2024,User175,14006.66,13-12-2024,Approver17
100014170,90,20-09-2025,ANG,P30-ANG,4040301,23-09-2025,User946,400464.46,17-10-2025,Approver18
100014826,40,12-11-2024,ANG,P30-ANG,4040305,13-11-2024,User271,6101965.27,07-12-2024,Approver15
100008145,50,23-12-2024,ANG,P01-CENTRAL,2020101,27-12-2024,User152,709967.7,10-02-2025,Approver5
100012203,80,26-10-2025,VSP,P60-VSP,3030212,29-10-2025,User654,3199.46,11-12-2025,Approver9
100010054,20,16-09-2024,BPS,P40-BPS,3030204,17-09-2024,User170,10681.02,02-10-2024,Approver2
100007633,40,30-03-2025,VSP,P01-CENTRAL,1010011,11-04-2025,User917,222854.47,18-05-2025,Approver11
100010878,40,07-01-2025,KLN,P20-KLN,3030206,15-01-2025,User293,32803.36,03-02-2025,Approver17
100012877,50,07-04-2025,ANG,P30-ANG,3030213,10-04-2025,User764,833.42,03-06-2025,Approver13
100006157,80,15-08-2024,BPS,P01-CENTRAL,1010002,22-08-2024,User362,1855960.76,08-10-2024,Approver16
100014887,90,09-10-2024,ANG,P30-ANG,4040307,27-10-2024,User474,849683.34,01-12-2024,Approver5
100008985,30,26-10-2025,BPS,P40-BPS,3030201,04-11-2025,User834,8671.76,01-12-2025,Approver6
100009465,70,08-12-2024,VSP,P60-VSP,3030202,11-12-2024,User179,28402.94,23-12-2024,Approver20
100008998,40,16-09-2024,JSR,P11-JSR,3030201,18-09-2024,User392,30594.26,18-10-2024,Approver10
100010619,60,07-05-2025,KLN,P20-KLN,3030205,09-05-2025,User101,8008.38,05-07-2025,Approver15
100015106,20,12-03-2025,VSP,P60-VSP,4040308,27-03-2025,User471,177103.95,15-05-2025,Approver4
100013356,40,05-10-2024,BPS,P40-BPS,3030214,08-10-2024,User391,2605.23,01-11-2024,Approver10
100012730,30,04-03-2025,ANG,P30-ANG,3030213,15-03-2025,User341,1059.54,05-04-2025,Approver5
100008496,50,07-10-2025,DOL,P02-CENTRAL,2020107,11-10-2025,User609,842198.79,16-11-2025,Approver2
100008373,30,12-01-2025,BPS,P01-CENTRAL,2020104,18-01-2025,User644,1772626.12,04-02-2025,Approver9
100014495,10,20-10-2024,JSR,P11-JSR,4040302,25-10-2024,User154,313988.95,05-11-2024,Approver11
100010020,10,26-02-2025,BPS,P40-BPS,3030204,03-03-2025,User995,14923.67,11-04-2025,Approver19
100010515,10,24-11-2025,VSP,P60-VSP,3030205,02-12-2025,User320,5672.79,01-01-2026,Approver19
100009261,20,08-07-2024,KLN,P20-KLN,3030202,11-07-2024,User661,19730.62,26-07-2024,Approver15
100008956,80,09-03-2025,VSP,P60-VSP,3030201,21-03-2025,User353,13347.96,17-04-2025,Approver16
100009461,10,12-06-2025,DOL,P50-DOL,3030202,14-06-2025,User195,21330.69,31-07-2025,Approver18
100009051,10,31-05-2025,KLN,P20-KLN,3030201,05-06-2025,User971,26976.42,24-06-2025,Approver6
100006848,70,20-10-2024,KLN,P02-CENTRAL,1010005,21-10-2024,User760,416585.81,13-11-2024,Approver1
100013856,10,08-08-2024,BPS,P40-BPS,3030216,17-08-2024,User366,46075.67,06-09-2024,Approver20
100013638,70,17-01-2025,VSP,P60-VSP,3030215,18-01-2025,User300,2820.32,20-02-2025,Approver16
100011240,70,07-11-2024,KLN,P20-KLN,3030208,08-11-2024,User585,27611.24,11-12-2024,Approver15
100014941,20,04-10-2024,BPS,P40-BPS,4040308,08-10-2024,User497,248381.94,28-11-2024,Approver19
100006757,60,10-06-2025,DOL,P02-CENTRAL,1010004,17-07-2025,User625,882982.6,02-09-2025,Approver19
100010048,30,24-05-2025,VSP,P60-VSP,3030204,25-05-2025,User539,19476.81,18-06-2025,Approver10
100011442,60,01-06-2025,KLN,P20-KLN,3030210,08-06-2025,User212,39032.04,24-07-2025,Approver9
100014938,70,10-10-2025,BPS,P40-BPS,4040308,12-10-2025,User208,120014.69,21-11-2025,Approver1
100010472,40,01-12-2025,VSP,P60-VSP,3030205,03-12-2025,User309,7151.17,22-12-2025,Approver13
100014025,40,07-08-2025,VSP,P60-VSP,3030216,10-08-2025,User103,37887.76,22-09-2025,Approver19
100015110,20,20-09-2024,BPS,P40-BPS,4040308,24-09-2024,User662,129862.42,02-11-2024,Approver17
100008062,40,02-12-2024,VSP,P01-CENTRAL,1010015,26-12-2024,User406,3402.27,17-01-2025,Approver17
100006550,40,17-01-2025,ANG,P01-CENTRAL,1010004,15-02-2025,User646,893257.53,06-04-2025,Approver9
100012233,70,26-10-2024,DOL,P50-DOL,3030212,08-11-2024,User139,3107.44,29-12-2024,Approver7
100013963,70,23-06-2025,VSP,P60-VSP,3030216,30-06-2025,User875,41303.18,05-08-2025,Approver15
